value_0,value_1
-24.233738101315275,-26.190717304843165
-23.737516314059604,-26.21614654854278
-23.727581344647948,-28.428511595001666
-20.95682495727961,-26.926654644437807
-23.04274163951853,-28.519905809933388
-22.736241189752583,-26.453637929091506
-24.484388002314272,-26.577857873568863
-22.88566298621524,-27.07610045238328
-20.547311279659823,-27.432875965462607
-23.06523764262563,-28.70072465508071
-22.71153462334272,-26.95429156214924
-22.77953260078464,-28.46654455812067
-20.273101151319572,-28.20696196955399
-20.846942895668967,-27.245399157651985
-24.93857849360763,-26.541251002569854
-21.383479773933278,-28.907318114129524
-22.575860601444976,-28.5062678856909
-22.312946538862608,-27.229344297155272
-21.86088249018299,-27.438876024066513
-22.25976933550963,-26.919977039198816
-21.539175351701996,-25.797287294211632
-22.403070842687853,-27.621004183191666
-22.668490400956465,-27.09752666119527
21.39794677223206,27.067221339974605
21.842599188201522,28.201116557563484
23.954997819119704,28.345242106053682
22.73271642458639,26.049450796182015
22.385740749471893,27.61653734769061
23.595500222904622,28.423604210575878
21.62799493067379,26.247778941843425
22.413117595352496,26.036171557977518
22.73821895823265,26.749758235626857
21.564379160699026,27.19506658528137
23.453605519410445,28.302484527434384
20.99376316627665,29.798641904643127
24.349664048052745,28.119267704790243
21.694835214642854,29.076206922083394
23.533482544812017,28.06002424964665
21.81654864463188,28.876057695923322
22.438976477502113,26.221052079348944
21.819672525089164,27.244365868792947
23.354163102410293,29.845644152405782
21.287472673827526,27.32020744763282
23.61534464025605,27.227108380553677
20.86502704234858,27.319046994177032
22.533598119765625,27.02164560716558
22.24544740659163,27.20322485807599
23.73027814938907,28.597312789921023
24.214004942378207,28.325117599680055
24.026131684021177,27.299223751083954
21.726958888077363,26.386062038210586
21.425863906025626,28.06124657939649
21.02220545827079,26.979782823658805
24.049200617895988,26.104539082357714
20.99849538877086,27.45580823512575
23.52087139014579,28.09534510357798
22.515239179683928,26.952564894924357
22.711743462016596,26.573976565027355
22.474097147346292,27.454995580055524
22.966294537863245,27.63889922325202
22.990771637663006,27.28431517363316
22.25520505615104,26.861554527270496
22.69407593455032,25.83699975873936
-21.700305289010007,-27.97107079911757
-23.296267312297093,-29.667138756798174
-21.303717951538133,-25.674024354433417
-21.824578755904316,-27.179807247761993
-21.071015360498947,-28.71858733505509
-22.975056176141408,-27.556138137229507
-22.215488558513314,-28.55401378873412
-21.637985521767902,-27.991446367528866
-22.619479208177598,-27.650459065680604
-22.77347409640649,-27.669607521221508
-21.038818433684995,-28.291380826976173
-22.17773695925622,-25.68848032938453
-21.94901965736095,-28.249842660904616
-22.166742290047438,-28.273115888486732
-21.784866293061974,-26.855034681858925
-20.956597799494272,-26.06866971927988
-21.202340602113196,-26.55652454194309
-20.750838037773836,-26.535786605835916
-23.94607038639432,-28.71842724934767
-21.084948917497083,-27.803691737392686
-22.798192630846188,-28.07974070160035
-21.25734015009426,-26.34715861599827
-21.992469735982002,-25.81884969692144
-21.191025207902516,-27.536149086275135
-23.343346923064086,-26.595645137895858
-22.08306609280283,-26.501052934063008
-21.331528589362904,-28.80132658195618
-20.160941106987394,-27.0358342884871
-22.381642647526405,-26.69940802680766
-23.579946094963226,-27.239057547618398
-22.75031820342141,-27.110420498599684
-21.76897643209404,-27.26035091079062
-22.72295971843712,-26.876682911561407
-21.7564358943454,-26.073679654085065
-22.389826260778595,-27.708404594959376
-21.22422086550931,-28.329452850679218
-21.022808731141378,-28.62115669048423
-22.95969900114389,-26.265536625260268
-24.106044548738453,-27.487598055317907
-21.720619034867525,-29.118261481077447
20.632156743821884,26.28839932525821
22.280474343462817,27.817326461632057
21.908534200334785,29.394123772881766
22.087376461904718,26.81732655740673
23.044256122068873,27.11810008492831
21.46679642627504,27.612976004846427
23.320207258322448,27.826805599230614
21.72107283529558,28.440732792367225
22.260154453268218,27.37649228075962
24.824559266081298,28.003129504958622
22.274139623296787,27.347700838934063
22.45476453928537,27.412829518807303
22.60420981513686,26.68081278166425
22.64239238460649,28.02005355835465
22.600616952526604,28.71420016095194
22.704734781411652,28.641937419090524
21.019816602333997,25.919987375077167
22.48064444333715,27.04378305695464
21.477649673263212,28.071166566418928
21.724209998409705,28.02536613632259
-20.496144540099408,-27.926334849876014
-23.18924347643481,-26.720808887981537
-21.485325794532304,-27.87895545170454
-23.212152705121316,-27.406226700175715
-23.229544727564367,-25.097341828846073
-22.419011053915426,-24.718000872632473
-24.518207670230936,-29.022656352850355
-21.706040493981515,-27.665626570325298
-23.35482246225485,-26.59518323249049
-22.85290369440432,-28.3236857558977
-22.81882034823153,-27.71863311880715
-22.731619347259585,-26.75601814280765
-23.779721820733005,-28.600540313051383
-23.02643441436005,-25.63873959999021
-21.672940700072733,-26.477245367444773
-21.3635924703734,-28.271642575924275
-23.698203510840017,-27.423244024771464
-20.391769759709188,-28.173174100291035
-23.17164169280675,-29.458250775716113
-24.127847965231155,-28.729875515517765
21.48451800648094,26.353967283688583
22.108380307256905,28.911753471135036
20.482232541340885,28.31212629528285
22.669116070219573,28.565779543310917
23.438755492232993,29.133476720095647
24.321728067043093,27.452354260301313
20.39350304557932,27.663957505558454
22.55283085420356,29.426000433938714
20.477476761522166,26.944755938085926
21.233382090250593,26.833531938897206
22.117282979547888,26.95127711034377
23.36857321564323,27.8188412470903
22.139684718754253,27.417500083451916
22.710513236150117,26.944949603752782
23.685950310295937,26.968896065085257
22.946332811047803,28.057752002678352
20.92072238495508,26.994079387550396
22.410620162164154,27.358716196213162
23.06519542245325,29.344806025810897
21.374497960114933,27.828031661241052
24.098983891875385,27.2460305658597
20.936371473589993,27.020102366590006
23.20287130341523,28.826231615700394
21.383131160276264,27.63546677306518
23.835009026840975,28.330159876489773
22.89627306960557,29.824414844149853
22.610483314852186,27.298029208273253
22.583997984407105,26.629215777331854
22.40552428742475,24.51407650418523
21.468475730801966,27.72933588520301
22.78033008507736,28.361603496492833
22.02460543182274,27.51705132107396
21.881542156701784,25.092581776009542
22.785777029611285,26.667678236534528
21.988393505816433,28.07214006385157
21.7146583027766,26.8820485506727
24.077155468946522,26.985470284628256
23.97567794114361,28.58343303526877
22.695447551938397,26.964266691490636
22.620320820452132,26.356931973524304
-21.079540856885956,-27.76314429107767
-22.411901459494775,-28.27765123417995
-22.280700773927446,-27.368602241113088
-21.871960238293884,-27.332902940473144
-21.814070953696696,-28.89147813999791
-24.352656640214903,-29.542293852270003
-23.338932699295494,-27.828775446094713
-21.961929975718235,-27.032786653715124
-22.91134581260172,-28.586296194650814
-22.96014886043112,-28.099315990701815
-23.029092421005654,-26.701121527659758
-21.80383822074514,-28.24065164603554
-22.01848957011881,-26.772814451765274
-20.996044669814577,-26.33966341807573
-22.363322914549435,-26.087558977208264
-23.511084963098053,-28.477425540598695
-22.893724906529407,-26.01315932417188
-24.587030965611387,-27.72897475990116
-23.272149203791525,-26.99174234005158
-22.884241881370418,-28.736138836822686
-23.019582826800143,-25.577014375571526
-22.790708247134294,-28.05743845865891
-22.519646051081477,-27.54262480865125
-23.004382460619322,-27.628382788631036
-22.210413262527126,-24.693110065696533
-23.201885080333298,-28.593881694792017
-22.550074798176794,-29.02906398874737
-23.14486858733265,-25.7644561946799
-21.87426554272236,-26.506345892287122
-22.297456923579276,-27.459599481265048
-22.011291844597537,-28.067668867469013
-22.043537784387446,-26.187680573313735
-21.608195140042206,-27.94944271683636
-23.167421651985247,-25.509611967943783
-23.466107173134176,-29.252165916382882
-23.10236745553056,-26.544916594599297
-22.432522510350836,-27.641350140496712
-22.416658865935208,-26.98180248605022
-22.388595052042707,-28.212438174866875
-24.401500674642072,-26.78568158808738
-22.02576974170149,-26.707431155175296
-21.99923352465687,-27.30118604809705
-21.1485766407911,-28.665972733932257
-24.590002688164635,-29.032091092423286
-23.727098275189388,-28.540848532485352
-23.50426746332416,-26.76858637190424
-22.374458566453903,-26.50150629306522
-24.36905046082044,-26.565603148239322
-24.269004694855465,-26.121701435171616
-22.082554950988225,-27.479722210813822
-20.827263484285638,-28.356530569068745
-24.66773219853368,-27.17806509751488
-23.38663218722134,-25.769214659187902
-22.90539067422962,-25.5671993905174
-23.021737773756925,-27.915146051768083
-21.758282194394223,-26.959669096588897
-24.793728822343517,-25.623404881757907
-22.05230775352863,-26.825414555348026
-22.73609878117431,-27.920357048696417
-22.230144943491734,-26.24942467007014
-22.936066752865205,-27.852548426958897
-22.474784693474422,-28.244527602919074
-22.316777723765778,-27.63783290481407
-23.115830050298655,-28.551746521311888
-22.315115359771458,-27.26929939247884
-24.524859880391226,-28.54712083401049
-22.899790939622196,-26.075408575027396
-24.069237174796257,-27.36997056318819
-21.13257996703932,-29.569409446433244
-23.084719741831062,-28.14006425183393
-23.900665021900704,-28.4110571246146
-23.31592756140793,-26.969495973036388
-23.30059382443953,-27.022157447305247
-20.82977475509164,-28.581945795969858
-21.204932561479414,-26.436946092737497
-24.066336563500162,-28.80303375516161
-23.015100276115927,-27.169160467668355
-22.870176710368707,-26.87362518843003
-23.02576883237425,-27.874303178882492
-20.981139406703626,-26.815977844402745
23.957004748752695,26.387068154836818
21.518213231522388,27.693240236839195
22.698994495888638,28.746881042277824
21.50043653477117,26.525475004417544
24.71230804123759,27.43359585042001
23.402177070976425,27.355956653216648
21.387512854177217,28.742981925306374
22.41310173288031,27.97147837520202
21.68438985604531,28.719467373161905
21.588019436632674,29.135110229982764
21.798627416001505,27.61561690597513
22.357466116945847,27.000277267991144
20.26281188805926,26.677413283458566
23.06099419749177,26.563155813761565
23.557350838543105,29.881829276966045
22.035237028251135,26.406439465368017
22.519286440672712,25.9040637757652
21.790107299154386,26.720602706972766
23.075868226566065,26.699262389699992
21.657158548384924,26.742672689477743
25.199973019245444,27.656472590176453
21.911131801301238,29.141723820200117
23.735285345863772,27.749744680208106
21.619617088733317,27.97243004575266
23.19399495817392,26.779554480185666
23.722527978265674,27.112735291894317
25.58592040249877,26.39365396855605
21.60090276281044,27.797311336419988
22.76634709343345,27.162535762522353
22.205305008849052,27.797563776986586
22.69210500496814,28.349538794840768
21.812849541350992,28.81377515236463
22.057204137794972,28.560416785610162
22.75805291358779,26.40221559079888
20.30877556533236,27.82972851925735
21.387850295247667,27.50939524348508
21.26963666303992,28.439859169507887
22.494885998699477,26.865256058785388
21.008094885279416,27.459103224809507
22.01564032991412,26.752227173728706
23.090432833841888,28.069917028819575
22.580998186534945,29.4764002060251
23.89649937346001,26.99194206685478
22.327644215700506,26.408799323979228
22.8216785677248,28.56339070600921
22.637366608669492,28.532051992860385
22.733477881218203,28.74123038036538
21.80643801093577,28.15699041561555
23.453269240102287,29.02302195540689
23.328101492815954,26.17170615794538
22.061994186995836,26.109678262832446
23.923117102367552,27.244450289553487
23.24158177793922,28.06886120992148
21.106076279596337,27.385361569674252
22.874568076614974,27.294274742812643
22.300564224377315,27.201262818833133
23.214650415126076,26.366179157887917
23.726748735745897,27.41228489923219
22.973194935401754,26.5971530130652
22.39827939829988,29.877325009481876
-24.11712158207612,-27.81847941321344
-22.228695013753814,-28.401014861390383
-22.10787527462199,-28.17638724744142
-22.856240137097398,-29.55017460870476
-23.845715300840894,-28.878127171411265
-22.474716465208996,-28.38041315825885
-21.80640161198589,-29.753270213098755
-20.31508150269424,-28.054056385601744
-22.101546151771768,-28.303089276880225
-21.837843444025978,-28.62387332413182
-22.29897673039893,-29.410833066766997
-22.58851824042029,-27.20957846311299
-23.461183104034735,-26.78598201299209
-22.480240674774315,-27.879414966316386
-22.689860624144444,-25.90164256416339
-21.25128449986388,-27.11635851592327
-21.970962042125983,-28.06206254729727
-22.28456075195234,-26.70923796965468
-23.522676379217764,-26.79825541825401
-21.560413414495837,-28.073932654838107
-20.8953645775433,-28.563037143440475
-22.792152161469485,-27.036363837117698
-22.634540340176407,-28.38620818132485
-23.564995166066147,-29.07905587052734
-23.40110598558253,-28.303364642043306
-22.714744502120006,-27.104663992915935
-21.91691596331434,-25.864543333872625
-20.42469742675889,-28.11191267716093
-24.64499615168127,-26.0903725000696
-22.193391415252883,-28.56465505913569
-22.424628835731347,-26.595320204626926
-23.177636638597725,-27.954159068990723
-22.30295547287741,-28.590713345034974
-20.94580930376777,-28.462660696249934
-21.68178305019775,-26.81741309200909
-22.317873162530528,-28.76683236473794
-23.89366749081791,-29.125782759119637
-22.302704429894046,-26.07773951928296
-23.093897093752283,-26.635614407462008
-24.006934871949955,-25.97008091956516
23.24953809592978,28.4944969443876
22.32713784326531,26.04118758908213
22.637377089131988,25.413716008335026
23.175771186979322,26.304282206439566
22.353542422759983,29.415639462280208
22.91013433214716,26.460053439879886
23.395267342368445,27.804142743133774
23.518547865547173,25.483011737339474
21.842814682813657,27.141171451967267
22.863681921695818,27.149289722064854
22.194332283427098,26.528098148640392
23.494755649501336,26.613448984822103
20.91320882480316,26.606881452107828
22.416960444187634,27.773218223191346
22.513742643303274,28.013835942793357
22.70018502222393,26.50214084748401
20.90469391363409,27.673819338929224
23.528458355356747,25.51513443413281
22.31005409004368,28.14762438426596
21.925533637231993,26.989200038972125
-22.565091593039604,-28.695179961765085
-23.600666817556622,-29.035317843416706
-22.63542433854586,-28.09055821043397
-22.996423984432926,-28.519743326073762
-23.716859341383483,-27.906787824582704
-21.495296564092225,-28.27717553216047
-23.63549405929403,-27.534827867049607
-22.962311876203174,-27.17184189364019
-23.707238387670387,-28.615963050380326
-23.419913679070717,-27.601875762985795
-21.99119868687378,-27.21055294461536
-22.78727572461631,-27.495867728763944
-22.156625452530992,-29.186893909352435
-22.778200303868168,-28.44397125170099
-22.31959543643627,-26.7781854847672
-24.237220564470622,-27.95958739298317
-22.799939291595635,-28.3843182612727
-24.328499744145848,-27.70669738205512
-22.733495297776884,-27.152032830780076
-22.876506475719488,-26.438263588527686
-24.066507381167522,-28.224286516920692
-21.824134065591306,-26.854386715394984
-22.681268812748762,-27.58232727312926
-22.399703520516695,-27.378786190526814
-22.804007587755045,-26.752296906495143
-22.265515671851347,-26.730252967354566
-23.14901892298495,-27.41190622327301
-22.488545579453998,-28.785110953490097
-20.84332206668001,-28.665773324163894
-23.54264521032246,-28.718165149744223
-22.782079076215464,-27.910634003181634
-22.77733577909161,-26.758672252346773
-20.56545067223985,-27.381673593725406
-21.953993695581545,-28.808476590595117
-21.618923198659413,-27.387509298817857
-22.460236771255055,-29.03051981573087
-21.464574945921317,-27.32185943329148
-20.521103517294655,-28.15848929232196
-21.715117858314464,-26.87672892374258
-22.942111675737255,-26.82490727640627
-22.264616295243897,-27.471393086172423
-21.720056330605924,-26.35135840101173
-21.557741381093642,-28.38137878777051
-22.391355746816394,-28.14468590405517
-21.544683675198527,-28.19911834241952
-22.300936765915214,-27.85511096127404
-22.02057819525226,-28.73969992215552
-22.593124579796097,-27.19238079047224
-22.875027376331445,-27.667528683510426
-23.425286187602754,-26.30201500841092
-23.122996424666628,-27.5241600356342
-22.503796575150595,-26.70288240011589
-23.090650900630134,-29.162754657895313
-22.58080709530527,-26.662528750029114
-22.648386757142315,-28.337217046218946
-23.32060473547411,-28.466272040503387
-22.627196179166376,-26.946398671194974
-21.723343267633176,-27.250736230460525
-21.60268321070621,-26.768607361107307
-22.315529846226433,-27.06892284674734
21.167165345592597,27.063506522701275
22.22100708079386,26.812938842401216
21.63986334603826,29.719947302572873
19.869000701004964,27.437418264302853
21.11822436651535,27.641492976481356
24.40351388924207,27.37819995823128
22.495940059981088,26.267025006704877
23.038527194016588,26.297083137779197
21.990953589641894,26.7460735596295
23.2993117172436,28.431366997818067
20.48767356882479,27.97928611893673
22.86024838166585,26.799481634707526
21.175174590566943,27.72721814865032
22.970451213472217,26.51357722974209
22.307243903829136,26.113647024164163
22.198714416007274,28.65057233415456
23.226600977737906,28.5062763375208
21.79409574316633,27.800502002884873
21.93983139783344,25.804209260314202
21.124724765392916,26.91694102226738
24.0465302764014,26.18628384505582
